course_id,title,session_count,duration_min,format,intensity,api_tags,numerology_tags,chakra_tags,energy_poles,auto_tag_confidence,review_required,source_event_ids
haf-2025-4f8168f9a14e,"腰痛,到底为什么",1,60,lecture,medium,情绪密码,2 | 6 | 5,heart | root,inward | calm,1.0,False,HAF 2025
haf-2025-f91d5ce779c5,自然曼陀罗即兴工作坊,1,60,creative,medium,亲子 | 身心共振,6 | 2 | 3,heart | crown,outward | calm,1.0,False,HAF 2025
haf-2025-4edca4b11b53,自然法则七脉轮共振冥想,1,60,meditation,medium,五感苏醒 | 身心共振,5 | 7 | 6,sacral | root,inward | calm,1.0,False,HAF 2025
haf-2025-7e7303f67db3,自然音乐疗愈,1,60,sound,medium,免费 | 身心共振,6 | 3 | 2,heart | throat,inward | calm,1.0,False,HAF 2025
haf-2025-f0bf7215d19e,舒眠课堂 — 马博士谈健康,1,60,lecture,medium,免费 | 呼吸之间,4 | 1 | 2,root | heart,inward | calm,0.833,False,HAF 2025
haf-2025-bbdf176c80d7,色彩搭配诊断工作坊,1,60,creative,high,五感苏醒,5 | 3 | 6,sacral | heart,outward | active,1.0,False,HAF 2025
haf-2025-a8d57a683611,色彩绘画能量疗愈,1,60,creative,medium,五感苏醒,3 | 5 | 6,sacral | heart,inward | active,1.0,False,HAF 2025
haf-2025-3f0c26136feb,节气能量茶疗,1,60,culture,medium,五感苏醒,5 | 3,sacral | root,outward | calm,1.0,False,HAF 2025
haf-2025-c302757c2ae8,芳疗按摩、颂钵疗愈、脐轮,1,60,sound,medium,身心共振,6 | 2 | 8,heart | root,inward | calm,1.0,False,HAF 2025
haf-2025-1be2f61a2302,芳香曼陀罗,1,60,creative,medium,五感苏醒 | 潜意识解密,5 | 7 | 3,sacral | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-40f2471a1cdf,芳香疗愈遇见颂钵疗愈，一场愈心双人舞,1,60,culture,medium,五感苏醒 | 身心共振,6 | 5 | 2,sacral | heart,inward | calm,1.0,False,HAF 2025
haf-2025-11597c289ed7,芳香脉轮 — 用精油开启七脉轮能量,1,60,culture,medium,,7 | 6,sacral | crown,inward | calm,0.917,False,HAF 2025
haf-2025-26acf3825894,芳香脑科学 — 深度解压神经密码,1,60,culture,medium,,4 | 6 | 7,sacral | root,inward | calm,1.0,False,HAF 2025
haf-2025-b601663d0bcc,芳香调息、颂钵疗愈 — 心轮（爱与方向）,1,60,culture,medium,身心共振,6 | 5 | 2,heart | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-7163d76a7142,芳香逍遥游,1,60,culture,medium,,1 | 3 | 5,sacral | crown,inward | calm,0.917,False,HAF 2025
haf-2025-0cde7e9aec2d,萨满祖脉疗愈,1,60,culture,medium,文化复兴,4 | 6 | 3,crown | heart,inward | active,1.0,False,HAF 2025
haf-2025-c68f091221d7,萨满草药疗愈,1,60,meditation,medium,五感苏醒,5 | 6 | 7,sacral | heart,inward | calm,1.0,False,HAF 2025
haf-2025-a9e81b8ae03a,藏在原生家庭中的财富密码,1,60,dialogue,medium,潜意识解密,6 | 7 | 5,heart | third_eye,inward | active,1.0,False,HAF 2025
haf-2025-e343b150fef3,藏式冥想,1,60,meditation,medium,呼吸之间,7 | 4 | 5,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-8b99b528c988,藏式扎龙瑜伽,1,60,movement,medium,呼吸之间,4 | 7 | 9,root | crown,inward | active,1.0,False,HAF 2025
haf-2025-36a4359c8337,行走的奇迹 — 正念音声流动冥想,1,60,meditation,medium,,5 | 7 | 6,third_eye | root,inward | calm,1.0,False,HAF 2025
haf-2025-172ce9f6abc0,观世间音 得大寂静,1,60,meditation,medium,身心共振,2 | 5 | 6,heart | root,inward | calm,0.917,False,HAF 2025
haf-2025-9ebcd7142d15,观心香道馆 — 香道疗愈,1,60,culture,medium,五感苏醒,5 | 6 | 1,sacral | heart,inward | calm,1.0,False,HAF 2025
haf-2025-e6d5fd717953,觉之WU,1,60,movement,medium,身心共振,5 | 6 | 1,heart | root,inward | active,0.917,False,HAF 2025
haf-2025-9cd2fa8ff167,觉心 — 即兴演说《自然之旅》,1,60,lecture,high,五感苏醒,5 | 1 | 3,sacral | root,inward | active,1.0,False,HAF 2025
haf-2025-82457ababb56,觉瑜伽 — 不止是冥想、不止是瑜伽,1,60,meditation,medium,身心共振,5 | 6 | 7,root | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-f03f4867c743,解码你的画：一场通向自我认知的心理学之旅,1,60,creative,medium,潜意识解密,7 | 1 | 3,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-3547c707abfe,认识体质，做自己健康的守护者,1,60,movement,medium,免费 | 身心共振,6 | 2 | 8,heart | root,inward | active,0.5,False,HAF 2025
haf-2025-5c3bb791569e,设计你的人生工作坊,1,60,creative,medium,身心共振,2 | 6 | 1,heart | root,inward | active,0.75,False,HAF 2025
haf-2025-45571513e658,读脸读心:提升你的社交直觉与共情力,1,60,lecture,medium,情绪密码,2 | 6,heart | third_eye,inward | calm,1.0,True,HAF 2025
haf-2025-01ba250304f2,财富丰盛绘画疗愈工作坊,1,60,creative,high,五感苏醒,3 | 5 | 6,sacral | heart,outward | active,1.0,False,HAF 2025
haf-2025-6d2f875013d3,走出抑郁-用系统排列的方法，直接抑郁源头,1,60,lecture,medium,免费 | 情绪密码,2 | 5 | 6,heart | sacral,inward | active,0.75,False,HAF 2025
haf-2025-2f2e10723017,身刻记忆 — 舞动疗愈,1,60,movement,high,身心共振,6 | 2 | 7,heart | sacral,inward | active,1.0,False,HAF 2025
haf-2025-5843cb144659,身心伸展,1,60,creative,medium,身心共振,6 | 2 | 3,root | heart,inward | calm,0.667,False,HAF 2025
haf-2025-cd37bfead451,身心整合·表达及创作型艺术疗愈工作坊,1,60,creative,high,身心共振,3 | 6 | 5,sacral | heart,outward | active,1.0,False,HAF 2025
haf-2025-a72712a33efa,转角遇见”我“,1,60,dialogue,medium,潜意识解密,7 | 9 | 1,third_eye | crown,inward | active,1.0,False,HAF 2025
haf-2025-02dc392d25be,轻柔移动中的睡眠革命,1,60,breathwork,medium,呼吸之间,4 | 7 | 5,root | crown,inward | calm,1.0,False,HAF 2025
haf-2025-3cb575bd3b80,进入《心经》,1,60,meditation,medium,免费 | 身心共振,6 | 2 | 3,crown | heart,inward | calm,0.583,False,HAF 2025
haf-2025-aeb78c5995fd,追米Dreamy演唱,1,60,sound,medium,免费 | 情绪密码 | 身心共振,2 | 6 | 3,heart | crown,inward | active,1.0,False,HAF 2025
haf-2025-abf029d4299d,道家养生功法的教学,1,60,lecture,medium,文化复兴,4 | 6 | 9,root | crown,inward | active,1.0,False,HAF 2025
haf-2025-10f2627e316d,道家的身心疗愈,1,60,lecture,medium,文化复兴,4 | 6 | 7,crown | heart,inward | calm,1.0,False,HAF 2025
haf-2025-4f198c6bb203,重燃生命力 — 从玩六色积木开始,1,60,lecture,medium,情绪密码,9 | 1 | 2,heart | crown,inward | calm,1.0,False,HAF 2025
haf-2025-2b15e3e8dbfa,重获甜美的睡眠——失眠的心理疗愈,1,60,breathwork,medium,呼吸之间,6 | 4 | 3,root | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-4d24d638b4e1,量子物理与中国文化跨越时空的哲学对话,2,60,culture,medium,免费 | 文化复兴,4 | 7 | 2,crown | throat,outward | calm,1.0,False,HAF 2025
haf-2025-7d807e427436,金色光冥想音乐会,1,60,sound,medium,身心共振,3 | 7 | 6,throat | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-0ce37584aba7,钵道文化,1,60,sound,medium,身心共振,3 | 4 | 6,crown | throat,inward | calm,1.0,False,HAF 2025
haf-2025-4448b8ddf4e9,铜锣舞动疗愈工作坊,1,60,sound,high,身心共振,6 | 3 | 5,sacral | throat,inward | active,1.0,False,HAF 2025
haf-2025-7143df69f5e5,铜锣颂钵交响：双频共振的意识沐浴,1,60,sound,medium,免费 | 身心共振,6 | 2 | 3,throat | crown,inward | calm,1.0,False,HAF 2025
haf-2025-dd358fb8b8af,阴瑜伽,1,60,movement,medium,身心共振,6 | 2 | 4,root | heart,inward | calm,1.0,False,HAF 2025
haf-2025-3ca0d023ecf6,阿育吠陀唱诵Mantra与Marma能量点疗愈,1,60,sound,high,身心共振,6 | 9 | 2,heart | root,inward | active,1.0,False,HAF 2025
haf-2025-2522393bd89f,隐谷堂 — 申时茶修,1,60,culture,medium,文化复兴,4 | 9 | 5,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-7382d56a69c7,青少年正念冥想,1,60,meditation,medium,亲子 | 情绪密码,6 | 2 | 7,heart | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-5a7e9a00c5ec,静心禅乐宋词吟唱,1,60,meditation,medium,免费 | 身心共振,7 | 6 | 2,crown | throat,inward | calm,1.0,False,HAF 2025
haf-2025-5cd23ed5a7a8,静心禅乐宋词唱诵,1,60,meditation,medium,身心共振,7 | 6 | 2,crown | throat,inward | calm,1.0,False,HAF 2025
haf-2025-5fd083f39005,非遗螺钿首饰,1,60,culture,medium,文化复兴,4 | 9 | 3,crown | sacral,inward | active,1.0,False,HAF 2025
haf-2025-3d2ba68ec206,韩国正念茶道,2,60,culture,medium,文化复兴,4 | 6 | 9,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-776379b799ee,音非凡 — 非音自然疗愈音乐体验,1,60,sound,medium,免费 | 身心共振,6 | 3 | 5,heart | root,inward | calm,1.0,False,HAF 2025
haf-2025-31502b5632d4,颂钵音疗,1,60,sound,medium,身心共振,6 | 2 | 5,throat | heart,inward | calm,1.0,False,HAF 2025
haf-2025-45f2e98d28c3,风水扫雷实战课：60分钟学会自查家宅吉凶,1,60,culture,medium,文化复兴,4 | 2 | 5,crown | sacral,inward | active,0.833,False,HAF 2025
haf-2025-4cc420d91a1c,饮食中提升觉察,2,60,meditation,medium,情绪密码,7 | 2 | 5,heart | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-47405647a0f1,香气密码 — 解锁情绪困局的潜意识之旅,1,60,culture,medium,免费 | 情绪密码,7 | 2 | 4,heart | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-33ea76c37557,香气对话 — 情绪身心地图探索,1,60,culture,medium,免费 | 情绪密码,2 | 5 | 7,heart | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-1543bb5726ec,香遇身心：情绪舞动疗愈之旅,1,60,culture,medium,身心共振,6 | 5 | 1,heart | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-a0e56fb3b2c5,高强度间歇HIIT,1,60,lecture,medium,免费 | 身心共振,6 | 2,heart | root,inward | active,0.583,False,HAF 2025
haf-2025-b013285e1c72,魂起剧社：我带着大家一起，以戏剧带着你的灵魂活出来，放心哭，开怀笑，温柔拥抱,1,60,lecture,medium,情绪密码,2 | 9 | 5,heart | crown,inward | calm,0.917,False,HAF 2025
